"id","activity_date","total_steps","very_active_mins","fairly_active_mins","lightly_active_mins","sedentary_mins","calories","corrected_heartrate_avg","corrected_minutes_asleep","corrected_weight_avg_lbs"
1624580081,"2016-05-04",2193,0,0,118,1322,1369,0,0,0
1624580081,"2016-05-05",2470,0,0,117,1323,1371,0,0,0
1624580081,"2016-05-06",1727,0,0,102,1338,1341,0,0,0
1624580081,"2016-05-07",2104,0,0,182,1258,1474,0,0,0
1624580081,"2016-05-08",3427,0,0,152,1288,1427,0,0,0
1624580081,"2016-05-09",1732,0,0,91,1349,1329,0,0,0
1624580081,"2016-05-10",2969,0,0,139,1301,1393,0,0,0
1624580081,"2016-05-11",3134,0,0,112,1328,1359,0,0,0
1624580081,"2016-05-12",2739,0,0,107,890,958,0,0,0
1644430081,"2016-04-12",10694,2,51,256,1131,3200,0,0,0
1644430081,"2016-04-13",8001,30,16,135,1259,2903,0,0,0
1644430081,"2016-04-14",11037,5,58,252,1125,3227,0,0,0
1644430081,"2016-04-15",5263,3,4,170,1263,2750,0,0,0
1644430081,"2016-04-16",15223,51,42,212,1135,3494,0,0,0
1644430081,"2016-04-17",8757,29,13,186,1212,3011,0,0,0
1644430081,"2016-04-18",7132,15,33,121,1271,2807,0,0,0
1644430081,"2016-04-19",11231,5,58,278,1099,3254,0,0,0
1644430081,"2016-04-20",2436,0,0,125,1315,2430,0,0,0
1644430081,"2016-04-21",1223,0,0,38,1402,2141,0,0,0
1644430081,"2016-04-22",3673,0,0,86,1354,2344,0,0,0
1644430081,"2016-04-23",6637,0,15,160,1265,2677,0,0,0
1644430081,"2016-04-24",3321,0,0,89,1351,2414,0,0,0
1644430081,"2016-04-25",3580,8,1,94,1337,2497,0,0,0
1644430081,"2016-04-26",9919,11,41,223,1165,3123,0,0,0
1644430081,"2016-04-27",3032,0,0,118,1322,2490,0,0,0
1644430081,"2016-04-28",9405,3,53,227,1157,3109,0,0,0
1644430081,"2016-04-29",3176,0,0,120,1193,2498,0,119,0
1644430081,"2016-04-30",18213,9,71,402,816,3846,0,124,0
1644430081,"2016-05-01",6132,3,24,146,908,2696,0,0,0
1644430081,"2016-05-02",3728,1,7,148,682,2536,0,796,0
1644430081,"2016-05-03",12789,10,94,221,1115,3321,0,0,0
1644430081,"2016-05-04",2309,0,0,52,1388,2223,0,0,0
1644430081,"2016-05-05",4363,6,12,81,1341,2464,0,0,0
1644430081,"2016-05-06",9758,11,6,369,1054,3384,0,0,0
1644430081,"2016-05-07",13372,41,17,243,1139,3404,0,0,0
1644430081,"2016-05-08",6724,0,0,295,991,2988,0,137,0
1644430081,"2016-05-09",6643,32,6,303,1099,3008,0,0,0
1644430081,"2016-05-10",9167,12,19,155,1254,2800,0,0,0
1644430081,"2016-05-11",989,0,0,49,713,1179,0,0,0
1844505072,"2016-04-12",6697,0,0,339,1101,2031,0,0,0
1844505072,"2016-04-13",4929,0,0,248,1192,1860,0,0,0
1844505072,"2016-04-14",7905,0,0,373,843,2131,0,0,0
1844505072,"2016-04-15",3844,0,0,176,527,1726,0,644,0
1844505072,"2016-04-16",3414,0,0,147,1293,1658,0,0,0
1844505072,"2016-04-17",4525,2,8,199,1231,1794,0,0,0
1844505072,"2016-04-18",4597,0,12,217,1211,1814,0,0,0
1844505072,"2016-04-19",197,0,0,10,1430,1366,0,0,0
1844505072,"2016-04-20",8,0,0,1,1439,1349,0,0,0
1844505072,"2016-04-21",8054,2,13,308,1117,2063,0,0,0
1844505072,"2016-04-22",5372,0,0,220,1220,1828,0,0,0
1844505072,"2016-04-23",3570,0,0,139,1301,1645,0,0,0
1844505072,"2016-04-24",0,0,0,0,1440,1347,0,0,0
1844505072,"2016-04-25",0,0,0,0,1440,1347,0,0,0
1844505072,"2016-04-26",0,0,0,0,1440,1347,0,0,0
1844505072,"2016-04-27",4,0,0,1,1439,1349,0,0,0
1844505072,"2016-04-28",6899,0,0,302,1138,1992,0,0,0
1844505072,"2016-04-29",4920,0,0,247,1082,1856,0,0,0
1844505072,"2016-04-30",4014,0,0,184,218,1763,0,722,0
1844505072,"2016-05-01",2573,0,7,75,585,1542,0,590,0
1844505072,"2016-05-02",0,0,0,0,1440,1348,0,0,0
1844505072,"2016-05-03",4059,0,0,184,1256,1743,0,0,0
1844505072,"2016-05-04",2080,0,0,87,1353,1550,0,0,0
1844505072,"2016-05-05",2237,0,0,120,1320,1590,0,0,0
1844505072,"2016-05-06",44,0,0,2,1438,1351,0,0,0
1844505072,"2016-05-07",0,0,0,0,1440,1348,0,0,0
1844505072,"2016-05-08",0,0,0,0,1440,1348,0,0,0
1844505072,"2016-05-09",0,0,0,0,1440,1347,0,0,0
1844505072,"2016-05-10",0,0,0,0,1440,1347,0,0,0
1844505072,"2016-05-11",0,0,0,0,1440,1347,0,0,0
1844505072,"2016-05-12",0,0,0,0,711,618,0,0,0
1927972279,"2016-04-12",678,0,0,55,734,2193,0,750,0
1927972279,"2016-04-13",356,0,0,32,986,2151,0,398,294.32
1927972279,"2016-04-14",2163,0,9,88,1292,2383,0,0,0
1927972279,"2016-04-15",980,0,0,51,941,2222,0,475,0
1927972279,"2016-04-16",0,0,0,0,1440,2063,0,0,0
1927972279,"2016-04-17",0,0,0,0,1440,2063,0,0,0
1927972279,"2016-04-18",244,0,0,17,1423,2111,0,0,0
1927972279,"2016-04-19",0,0,0,0,1440,2063,0,0,0
1927972279,"2016-04-20",0,0,0,0,1440,2063,0,0,0
1927972279,"2016-04-21",0,0,0,0,1440,2064,0,0,0
1927972279,"2016-04-22",149,0,0,10,1430,2093,0,0,0
1927972279,"2016-04-23",2945,0,0,145,1295,2499,0,0,0
1927972279,"2016-04-24",2090,1,6,75,1358,2325,0,0,0
1927972279,"2016-04-25",152,0,0,12,1303,2099,0,0,0
1927972279,"2016-04-26",3761,0,0,192,1058,2638,0,296,0
1927972279,"2016-04-27",0,0,0,0,1440,2063,0,0,0
1927972279,"2016-04-28",1675,0,0,95,1167,2351,0,166,0
1927972279,"2016-04-29",0,0,0,0,1440,2063,0,0,0
1927972279,"2016-04-30",0,0,0,0,1440,2063,0,0,0
1927972279,"2016-05-01",2704,14,1,70,1355,2412,0,0,0
1927972279,"2016-05-02",3790,16,8,94,1322,2505,0,0,0
1927972279,"2016-05-03",1326,10,0,17,1413,2196,0,0,0
1927972279,"2016-05-04",1786,0,0,87,1353,2339,0,0,0
1927972279,"2016-05-05",0,0,0,0,1440,2063,0,0,0
1927972279,"2016-05-06",2091,0,0,108,1332,2383,0,0,0
1927972279,"2016-05-07",1510,0,0,48,1392,2230,0,0,0
1927972279,"2016-05-08",0,0,0,0,1440,2063,0,0,0
1927972279,"2016-05-09",0,0,0,0,1440,2063,0,0,0
1927972279,"2016-05-10",0,0,0,0,1440,2063,0,0,0
1927972279,"2016-05-11",0,0,0,0,1440,2063,0,0,0
1927972279,"2016-05-12",0,0,0,0,966,1375,0,0,0
2022484408,"2016-04-12",11875,42,14,227,1157,2390,75.8,0,0
2022484408,"2016-04-13",12024,43,5,292,1100,2602,80.34,0,0
2022484408,"2016-04-14",10690,32,3,257,1148,2313,72.63,0,0
2022484408,"2016-04-15",11034,27,9,282,1122,2526,80.44,0,0
2022484408,"2016-04-16",10100,41,11,151,1237,2178,75.96,0,0
2022484408,"2016-04-17",15112,28,29,331,1052,2782,83.92,0,0
2022484408,"2016-04-18",14131,48,3,311,1078,2771,82.71,0,0
2022484408,"2016-04-19",11548,31,7,250,1152,2488,81.95,0,0
2022484408,"2016-04-20",15112,48,63,276,1053,2897,83.44,0,0
2022484408,"2016-04-21",12453,104,53,255,1028,3159,86.37,0,0
2022484408,"2016-04-22",12954,52,10,273,1105,2639,80.13,0,0
2022484408,"2016-04-23",6001,0,0,249,1191,2069,71.76,0,0
2022484408,"2016-04-24",13481,37,26,216,1161,2530,82.42,0,0
2022484408,"2016-04-25",11369,44,8,217,1171,2470,82.6,0,0
2022484408,"2016-04-26",10119,55,24,275,1086,2793,83.28,0,0
2022484408,"2016-04-27",10159,19,20,282,1119,2463,80.9,0,0
2022484408,"2016-04-28",10140,6,20,291,1123,2296,71.25,0,0
2022484408,"2016-04-29",10245,21,40,281,1098,2611,83.41,0,0
2022484408,"2016-04-30",18387,13,23,361,1043,2732,77.55,0,0
2022484408,"2016-05-01",10538,25,28,245,1142,2380,73.53,0,0
2022484408,"2016-05-02",10379,36,8,277,1119,2474,77.17,0,0
2022484408,"2016-05-03",12183,72,14,250,1104,2752,83.02,0,0
2022484408,"2016-05-04",11768,36,27,272,1105,2650,82.8,0,0
2022484408,"2016-05-05",11895,55,20,253,1112,2609,80.71,0,0
2022484408,"2016-05-06",10227,24,17,295,1104,2499,81.72,0,0
2022484408,"2016-05-07",6708,20,2,149,1269,1996,76.07,0,0
2022484408,"2016-05-08",3292,0,0,135,1305,1847,76.96,0,0
2022484408,"2016-05-09",13379,35,47,297,1061,2709,81.51,0,0
2022484408,"2016-05-10",12798,57,28,271,1084,2797,86.58,0,0
2022484408,"2016-05-11",13272,58,25,224,1133,2545,83.52,0,0
2022484408,"2016-05-12",7674,16,16,236,728,1623,81.41,0,0
2026352035,"2016-04-12",4414,3,8,181,706,1460,0,503,0
2026352035,"2016-04-13",4993,0,0,238,663,1522,0,531,0
2026352035,"2016-04-14",3305,0,0,197,653,1431,0,545,0
2026352035,"2016-04-15",3821,0,0,188,687,1445,0,523,0
2026352035,"2016-04-16",2547,0,0,150,728,1374,0,524,0
2026352035,"2016-04-17",838,0,0,60,1053,1215,68.66,437,0
2026352035,"2016-04-18",3325,0,0,182,1062,1419,0,0,0
2026352035,"2016-04-19",2424,0,0,141,785,1356,0,498,0
2026352035,"2016-04-20",7222,0,0,327,623,1667,0,461,0
2026352035,"2016-04-21",2467,0,0,153,749,1371,0,477,0
2026352035,"2016-04-22",2915,0,0,162,712,1399,0,520,0
2026352035,"2016-04-23",12357,0,0,432,458,1916,0,522,0
2026352035,"2016-04-24",3490,0,0,164,704,1401,0,555,0
2026352035,"2016-04-25",6017,0,0,260,821,1577,99.51,506,0
2026352035,"2016-04-26",5933,0,0,288,1018,1595,0,0,0
2026352035,"2016-04-27",6088,0,0,286,586,1593,0,508,0
2026352035,"2016-04-28",6375,0,0,331,626,1650,0,513,0
2026352035,"2016-04-29",7604,0,0,352,492,1693,0,490,0
2026352035,"2016-04-30",4729,0,0,233,594,1506,0,573,0
2026352035,"2016-05-01",3609,0,0,191,716,1448,0,527,0
2026352035,"2016-05-02",7018,0,0,355,716,1690,84.13,511,0
2026352035,"2016-05-03",5992,0,0,304,981,1604,0,0,0
2026352035,"2016-05-04",6564,0,0,345,530,1658,0,538,0
2026352035,"2016-05-05",12167,0,0,475,479,1927,0,468,0
2026352035,"2016-05-06",8198,0,0,383,511,1737,0,524,0
2026352035,"2016-05-07",4193,0,0,229,665,1491,0,511,0
2026352035,"2016-05-08",5528,0,0,258,610,1555,0,541,0
2026352035,"2016-05-09",10652,0,0,401,543,1866,98.23,531,0
2026352035,"2016-05-10",254,0,0,17,1002,1141,0,357,0
2026352035,"2016-05-11",8580,0,0,330,569,1699,0,523,0
2026352035,"2016-05-12",8449,0,0,343,330,1296,0,456,0
2320127002,"2016-04-12",10725,13,9,306,1112,2124,0,0,0
2320127002,"2016-04-13",7275,0,0,335,1105,2004,0,0,0
2320127002,"2016-04-14",3973,0,0,191,1249,1696,0,0,0
2320127002,"2016-04-15",5205,0,0,245,1195,1802,0,0,0
2320127002,"2016-04-16",5044,0,0,195,1245,1724,0,0,0
2320127002,"2016-04-17",6198,0,0,249,1191,1853,0,0,0
2320127002,"2016-04-18",6538,0,7,260,1173,1905,0,0,0
2320127002,"2016-04-19",5997,0,11,228,1201,1812,0,0,0
2320127002,"2016-04-20",7162,0,11,283,1146,1923,0,0,0
2320127002,"2016-04-21",3404,1,10,127,1302,1611,0,0,0
2320127002,"2016-04-22",5583,0,0,266,1174,1852,0,0,0
2320127002,"2016-04-23",5079,0,0,242,1129,1804,0,61,0
2320127002,"2016-04-24",4159,0,0,204,1236,1725,0,0,0
2320127002,"2016-04-25",3588,3,5,152,1280,1654,0,0,0
2320127002,"2016-04-26",3409,0,0,147,1293,1633,0,0,0
2320127002,"2016-04-27",1715,0,0,82,1358,1481,0,0,0
2320127002,"2016-04-28",1532,0,0,76,1364,1473,0,0,0
2320127002,"2016-04-29",924,0,0,45,1395,1411,0,0,0
2320127002,"2016-04-30",4558,0,0,234,1206,1779,0,0,0
2320127002,"2016-05-01",772,0,0,40,1400,1404,0,0,0
2320127002,"2016-05-02",3634,5,6,123,1306,1613,0,0,0
2320127002,"2016-05-03",7443,20,10,206,1204,1879,0,0,0
2320127002,"2016-05-04",1201,0,0,52,1388,1427,0,0,0
2320127002,"2016-05-05",5202,0,11,223,1206,1781,0,0,0
2320127002,"2016-05-06",4878,0,0,204,1236,1743,0,0,0
2320127002,"2016-05-07",7379,0,0,319,1121,1973,0,0,0
2320127002,"2016-05-08",5153,0,0,247,1193,1822,0,0,0
2320127002,"2016-05-09",3090,0,0,145,1295,1630,0,0,0
2320127002,"2016-05-10",6227,0,0,290,1150,1899,0,0,0
2320127002,"2016-05-11",6424,0,0,300,1140,1904,0,0,0
2320127002,"2016-05-12",2564,0,0,128,830,1064,0,0,0
2347167796,"2016-04-12",10113,28,13,320,964,2344,86.08,0,0
2347167796,"2016-04-13",10352,19,32,195,676,2039,73.81,467,0
2347167796,"2016-04-14",10129,1,48,206,705,2011,72.58,445,0
2347167796,"2016-04-15",10465,1,24,284,720,2133,75.69,452,0
2347167796,"2016-04-16",22244,66,72,268,968,2671,96.62,0,0
2347167796,"2016-04-17",5472,1,7,249,508,1883,75.36,556,0
2347167796,"2016-04-18",8247,11,16,206,678,1945,71.23,500,0
2347167796,"2016-04-19",6711,0,7,382,648,2346,81.3,465,0
2347167796,"2016-04-20",10999,11,43,269,1011,2198,78.18,0,0
2347167796,"2016-04-21",10080,23,26,208,761,2049,73.41,460,0
2347167796,"2016-04-22",7804,9,27,206,781,1946,72.0,405,0
2347167796,"2016-04-23",16901,32,35,360,591,2629,83.43,374,0
2347167796,"2016-04-24",9471,0,0,360,584,2187,77.58,442,0
2347167796,"2016-04-25",9482,15,11,277,653,2095,73.86,433,0
2347167796,"2016-04-26",5980,0,0,227,732,1861,71.73,436,0
2347167796,"2016-04-27",11423,26,9,295,623,2194,75.19,448,0
2347167796,"2016-04-28",5439,0,0,229,764,1855,73.41,408,0
2347167796,"2016-04-29",25,0,0,4,2,345,62.87,411,0
2873212765,"2016-04-12",8796,2,21,356,1061,1982,0,0,0
2873212765,"2016-04-13",7618,0,8,404,1028,2004,0,0,0
2873212765,"2016-04-14",7910,0,0,331,1109,1893,0,0,0
2873212765,"2016-04-15",8482,0,0,448,992,2064,0,0,0
2873212765,"2016-04-16",9677,47,1,305,1087,2149,0,0,0
2873212765,"2016-04-17",2524,0,8,160,1272,1530,0,0,0
2873212765,"2016-04-18",7762,1,6,311,1122,1890,0,0,0
2873212765,"2016-04-19",7948,0,0,389,1051,1957,0,0,0
2873212765,"2016-04-20",9202,22,5,378,1035,2103,0,0,0
2873212765,"2016-04-21",8859,2,10,371,1057,1970,0,0,125.0
2873212765,"2016-04-22",7286,46,0,366,1028,1950,0,0,0
2873212765,"2016-04-23",9317,28,5,330,1077,2021,0,0,0
2873212765,"2016-04-24",6873,46,1,190,1203,1898,0,0,0
2873212765,"2016-04-25",7373,0,0,359,1081,1907,0,0,0
2873212765,"2016-04-26",8242,2,5,309,1124,1883,0,0,0
2873212765,"2016-04-27",3516,46,0,197,1197,1967,0,0,0
2873212765,"2016-04-28",7913,28,7,213,1192,1836,0,0,0
2873212765,"2016-04-29",7365,20,23,206,1191,1780,0,0,0
2873212765,"2016-04-30",8452,5,20,248,1167,1831,0,0,0
2873212765,"2016-05-01",7399,7,18,196,1219,1740,0,0,0
2873212765,"2016-05-02",7525,0,7,334,1099,1879,0,0,0
2873212765,"2016-05-03",7412,1,6,363,1070,1906,0,0,0
2873212765,"2016-05-04",8278,0,0,420,1020,2015,0,0,0
2873212765,"2016-05-05",8314,13,23,311,1093,1971,0,0,0
2873212765,"2016-05-06",7063,0,5,370,1065,1911,0,0,0
2873212765,"2016-05-07",4940,75,11,52,1302,1898,0,0,0
2873212765,"2016-05-08",8168,46,0,326,1068,2097,0,0,0
2873212765,"2016-05-09",7726,0,0,345,1095,1907,0,0,0
2873212765,"2016-05-10",8275,0,0,373,1067,1962,0,0,0
2873212765,"2016-05-11",6440,0,0,319,1121,1818,0,0,0
2873212765,"2016-05-12",7475,0,0,268,720,1394,0,0,126.32
3372868164,"2016-04-12",4747,0,0,280,1160,1788,0,0,0
3372868164,"2016-04-13",9715,16,8,371,1045,2093,0,0,0
3372868164,"2016-04-14",8844,6,25,370,1039,2065,0,0,0
3372868164,"2016-04-15",7451,0,0,335,1105,1908,0,0,0
3372868164,"2016-04-16",6905,0,0,356,1084,1908,0,0,0
3372868164,"2016-04-17",8199,11,2,322,1105,1964,0,0,0
3372868164,"2016-04-18",6798,20,7,343,1070,2014,0,0,0
3372868164,"2016-04-19",7711,0,0,376,1064,1986,0,0,0
3372868164,"2016-04-20",4880,15,3,274,1148,1868,0,0,0
3372868164,"2016-04-21",8857,18,9,376,1037,2124,0,0,0
3372868164,"2016-04-22",3843,0,0,206,1234,1670,0,0,0
3372868164,"2016-04-23",7396,20,2,303,1115,1995,0,0,0
3372868164,"2016-04-24",6731,14,7,292,1127,1921,0,0,0
3372868164,"2016-04-25",5995,0,0,416,1024,2011,0,0,0
3372868164,"2016-04-26",8283,22,2,333,1083,2057,0,0,0
3372868164,"2016-04-27",7904,24,13,346,1057,2096,0,0,0
3372868164,"2016-04-28",5512,0,0,385,1055,1973,0,0,0
3372868164,"2016-04-29",9135,0,0,402,1038,2045,0,0,0
3372868164,"2016-04-30",5250,17,4,300,1119,1947,0,0,0
3372868164,"2016-05-01",2901,0,0,172,842,1167,0,0,0
3977333714,"2016-04-12",8856,44,19,131,777,1451,0,274,0
3977333714,"2016-04-13",10035,31,46,153,754,1496,0,295,0
3977333714,"2016-04-14",7641,5,23,214,801,1433,0,291,0
3977333714,"2016-04-15",9010,15,42,183,644,1469,0,424,0
3977333714,"2016-04-16",13459,31,83,153,663,1625,0,283,0
3977333714,"2016-04-17",10415,11,58,205,600,1530,0,381,0
3977333714,"2016-04-18",11663,4,95,214,605,1584,0,412,0
3977333714,"2016-04-19",12257,19,67,221,738,1631,0,219,0
3977333714,"2016-04-20",11658,2,98,164,845,1555,0,152,0
3977333714,"2016-04-21",6072,0,0,242,712,1396,0,332,0
3977333714,"2016-04-22",8911,33,12,188,731,1481,0,355,0
3977333714,"2016-04-23",12058,0,92,252,724,1639,0,235,0
3977333714,"2016-04-24",14112,30,95,129,660,1655,0,310,0
3977333714,"2016-04-25",11168,50,9,133,781,1568,0,262,0
3977333714,"2016-04-26",11388,7,95,170,797,1552,0,250,0
3977333714,"2016-04-27",7193,0,10,176,714,1377,0,349,0
3977333714,"2016-04-28",7114,15,8,190,804,1408,0,261,0
3977333714,"2016-04-29",10645,36,32,150,744,1545,0,333,0
3977333714,"2016-04-30",13238,43,52,194,687,1650,0,237,0
3977333714,"2016-05-01",10414,41,40,124,691,1502,0,383,0
3977333714,"2016-05-02",16520,24,143,176,713,1761,0,230,0
3977333714,"2016-05-03",14335,47,41,258,594,1710,0,292,0
3977333714,"2016-05-04",13373,14,96,142,852,1620,0,213,0
3977333714,"2016-05-05",12312,14,88,178,680,1618,0,318,0
3977333714,"2016-05-06",11677,29,55,168,676,1589,0,323,0
3977333714,"2016-05-07",11550,0,86,208,703,1575,0,237,0
3977333714,"2016-05-08",13585,9,116,171,688,1634,0,259,0
3977333714,"2016-05-09",14513,8,122,151,1159,1658,0,0,0
3977333714,"2016-05-10",13072,1,115,196,676,1630,0,312,0
4020332650,"2016-04-12",8489,4,15,331,712,3648,83.5,501,0
4020332650,"2016-04-13",0,0,0,0,1440,1981,0,0,0
4020332650,"2016-04-14",38,0,0,3,1437,1996,90.7,0,0
4020332650,"2016-04-15",1873,36,18,87,1299,2949,92.93,0,0
4020332650,"2016-04-16",1969,65,21,55,1222,3051,100.9,77,0
4020332650,"2016-04-17",7,0,0,2,1438,1988,98.83,0,0
4020332650,"2016-04-18",62,0,0,2,1438,1995,0,0,0
4020332650,"2016-04-19",0,0,0,0,1440,1981,0,0,0
4020332650,"2016-04-20",0,0,0,0,1440,1981,0,0,0
4020332650,"2016-04-21",0,0,0,0,1440,1981,0,0,0
4020332650,"2016-04-22",0,0,0,0,1440,1981,0,0,0
4020332650,"2016-04-23",0,0,0,0,1440,1981,0,0,0
4020332650,"2016-04-24",0,0,0,0,1440,1981,0,0,0
4020332650,"2016-04-25",0,0,0,0,1440,1981,0,0,0
4020332650,"2016-04-26",0,0,0,0,1440,1981,0,0,0
4020332650,"2016-04-27",0,0,0,0,1440,1981,0,0,0
4020332650,"2016-04-28",0,0,0,0,1440,1981,0,0,0
4020332650,"2016-04-29",0,0,0,0,1440,1981,0,0,0
4020332650,"2016-04-30",0,0,0,0,1440,1981,0,0,0
4020332650,"2016-05-01",0,0,0,0,1440,1981,0,0,0
4020332650,"2016-05-02",465,0,11,31,1350,2208,90.3,0,0
4020332650,"2016-05-03",4465,0,0,174,950,2825,77.88,322,0
4020332650,"2016-05-04",10194,13,46,346,531,3872,83.46,478,0
4020332650,"2016-05-05",11713,38,42,196,916,3427,85.57,226,0
4020332650,"2016-05-06",4357,0,0,177,855,2702,75.64,385,0
4020332650,"2016-05-07",5005,0,0,184,1256,2843,89.09,0,0
4020332650,"2016-05-08",5812,0,0,263,775,3083,78.04,364,0
4020332650,"2016-05-09",4556,3,5,173,1225,2785,86.66,0,0
4020332650,"2016-05-10",5474,0,0,206,774,2915,72.62,442,0
4020332650,"2016-05-11",3663,2,8,134,1296,2640,91.23,0,0
4020332650,"2016-05-12",257,0,0,21,721,1030,94.27,0,0
4057192912,"2016-04-12",5394,0,0,164,1276,2274,0,0,0
4057192912,"2016-04-13",5974,0,0,160,1280,2290,0,0,0
4057192912,"2016-04-14",0,0,0,0,1440,1776,0,0,0
4057192912,"2016-04-15",3937,3,6,88,873,1510,0,0,0
4319703577,"2016-04-12",0,0,0,0,1440,1456,0,0,0
4319703577,"2016-04-13",3619,8,15,96,1234,1749,0,0,0
4319703577,"2016-04-14",10210,1,9,339,589,2299,0,535,0
4319703577,"2016-04-15",5664,0,0,228,752,1981,0,465,0
4319703577,"2016-04-16",4744,0,0,194,724,1881,0,506,0
4319703577,"2016-04-17",29,0,0,3,1363,1462,0,0,159.61
4319703577,"2016-04-18",2229,1,9,58,824,1633,0,515,0
4319703577,"2016-04-19",8925,0,0,311,604,2200,0,461,0
4319703577,"2016-04-20",8915,0,18,306,671,2214,0,523,0
4319703577,"2016-04-21",517,0,0,34,1265,1526,0,59,0
4319703577,"2016-04-22",4500,1,19,176,709,1887,0,533,0
4319703577,"2016-04-23",4935,0,0,233,546,1945,0,692,0
4319703577,"2016-04-24",4081,1,5,191,692,1881,0,467,0
4319703577,"2016-04-25",9259,0,8,390,544,2314,0,488,0
4319703577,"2016-04-26",9899,8,21,288,649,2236,0,505,0
4319703577,"2016-04-27",10780,6,47,300,680,2324,0,286,0
4319703577,"2016-04-28",10810,13,8,359,552,2368,0,497,0
4319703577,"2016-04-29",7990,6,18,289,624,2176,0,523,0
4319703577,"2016-04-30",8221,6,38,196,695,2092,0,490,0
4319703577,"2016-05-01",1251,0,0,67,836,1594,0,484,0
4319703577,"2016-05-02",9121,0,11,344,585,2265,0,478,0
4319703577,"2016-05-03",9648,8,26,287,669,2236,0,474,0
4319703577,"2016-05-04",10429,8,13,313,1106,2283,0,0,159.39
4319703577,"2016-05-05",13658,27,34,328,957,2530,0,0,0
4319703577,"2016-05-06",9426,6,11,314,692,2264,0,450,0
4319703577,"2016-05-07",7937,3,28,279,586,2158,0,507,0
4319703577,"2016-05-08",3672,0,0,153,603,1792,0,602,0
4319703577,"2016-05-09",10362,2,14,374,490,2345,0,535,0
4319703577,"2016-05-10",9487,3,12,329,555,2261,0,487,0
